timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1533548279379198,-25,-26,-44,-55,-50,116,-14,5
1533548279386137,14,-7,-5,-101,-67,120,-7,34
1533548279386137,32,0,-9,28,35,-15,16,59
1533548279402170,-83,-87,-67,-77,-9,-107,-61,-77
1533548279402170,2,1,42,90,40,-18,11,70
1533548279404199,1,-7,16,23,26,-97,-8,-11
1533548279404199,36,72,-1,28,-12,-109,38,-124
1533548279424137,-15,-4,-19,-74,-33,-11,-21,-124
1533548279424137,37,16,7,62,46,-103,29,5
1533548279426167,12,7,30,8,-53,23,-2,54
1533548279426167,8,-44,-17,-1,30,70,10,106
1533548279439197,13,55,-1,-12,-12,57,57,123
1533548279439197,-46,21,-6,-47,-32,-9,-58,69
1533548279446196,-8,30,5,-44,6,33,4,-13
1533548279446196,29,51,10,24,11,15,42,66
1533548279462196,-86,-69,-45,-39,-40,12,-85,11
1533548279462196,12,-16,10,-9,7,57,16,127
1533548279464198,-15,-16,5,56,49,-4,-10,85
1533548279464198,-24,-13,-27,-17,0,8,-16,95
1533548279485136,67,25,32,-5,9,46,48,115
1533548279485136,-4,-39,7,24,-10,8,25,36
1533548279487136,3,20,-30,15,24,14,-20,3
1533548279487136,-39,-20,6,-44,-6,17,-28,-59
1533548279498168,9,49,30,45,-25,30,10,-26
1533548279498168,13,27,-2,-51,-23,14,-11,-47
1533548279507164,45,43,35,3,19,-46,29,41
1533548279507164,-63,-10,-30,-72,-17,-22,-63,-111
1533548279522169,-4,-58,-32,-41,-55,-2,-16,-56
1533548279522169,28,9,29,36,32,-25,47,-30
1533548279524168,5,-14,39,10,6,67,7,-14
1533548279524168,-20,5,12,56,24,-36,-56,-92
1533548279544136,6,-8,14,83,34,15,0,-30
1533548279544136,9,18,-28,-113,-28,-6,-10,-17
1533548279546165,-27,16,-19,29,-5,-29,-2,10
1533548279546165,16,25,9,13,0,27,53,22
1533548279558166,-4,-20,-24,-32,-16,-3,0,11
1533548279558166,-4,8,17,27,-23,-4,-55,-43
1533548279567165,-21,-30,5,105,56,-1,55,-2
1533548279567165,21,-23,-24,-102,13,43,13,51
1533548279582196,-4,12,2,-14,7,-35,-12,-47
1533548279582196,14,-9,-1,-23,-65,-4,23,12
1533548279584196,-17,-5,-13,-32,-39,-16,-33,-42
1533548279584196,-5,-8,-1,-33,-11,24,-22,-23
1533548279604132,27,-5,22,19,34,7,31,16
1533548279604132,-14,-31,-7,14,41,-5,-5,-14
1533548279606164,3,59,9,68,58,-19,-23,-47
1533548279606164,-25,-44,-17,-38,-86,-14,-3,6
1533548279618164,29,27,10,-20,-24,0,6,9
1533548279618164,-32,-33,-7,17,10,-4,25,-3
1533548279627165,-9,-6,-1,4,6,3,-20,-25
1533548279627165,-6,-44,1,49,17,8,-2,-10
1533548279642196,5,46,6,12,6,-4,-16,-16
1533548279642196,4,2,7,35,26,-13,5,13
1533548279644196,8,-2,-8,-51,-24,-12,15,13
1533548279644196,-5,-4,0,16,-17,-26,-13,-10
1533548279664132,9,29,12,22,6,20,20,9
1533548279664132,7,-4,-2,14,24,7,2,11
1533548279666163,-5,-22,-3,-28,12,25,21,26
1533548279666163,1,9,0,22,-1,0,-27,-39
1533548279678164,8,-14,16,22,-10,-8,28,28
1533548279678164,0,30,7,60,41,-25,-3,-15
1533548279687133,-20,-24,-28,-92,-33,17,-30,-15
1533548279687133,30,-2,15,15,-14,9,12,22
1533548279702166,-13,32,-1,7,16,-9,27,19
1533548279702166,-11,-24,-2,13,-4,-10,-15,1
1533548279704194,2,-19,4,8,-18,0,-9,-6
1533548279704194,28,41,18,26,30,23,6,12
1533548279724132,7,10,-2,-15,-1,4,31,51
1533548279724132,-28,-52,-14,-14,-34,4,-84,-14
1533548279726163,18,43,7,22,32,-12,101,71
1533548279726163,-32,-48,-21,-25,-55,-3,-37,14
1533548279738162,14,-19,2,26,0,58,7,65
1533548279738162,-9,24,5,-52,-7,-3,-36,-43
1533548279747162,43,12,14,12,5,-1,43,81
1533548279747162,-51,0,5,59,18,-12,-55,-69
1533548279762194,24,46,6,-69,-13,19,-29,-35
1533548279762194,-21,-63,-23,28,18,-25,32,75
1533548279764194,-22,5,-23,-70,-10,0,-25,-31
1533548279764194,-4,-4,0,54,-22,28,8,-81
1533548279784130,-3,-38,-26,-39,-4,-27,-99,-24
1533548279784130,57,93,39,44,-5,27,112,16
1533548279786161,54,-30,6,-1,28,3,30,39
1533548279786161,-61,-72,-7,53,18,-11,-100,-23
1533548279798160,-39,-22,-40,0,-49,-70,63,-73
1533548279798160,-1,-81,-33,23,-16,-25,17,-5
1533548279807161,65,78,34,-19,8,-18,-128,62
1533548279807161,-28,6,-13,26,10,75,127,-26
1533548279822193,109,36,51,57,69,16,124,127
1533548279822193,-77,-38,-79,-111,-90,31,-99,-38
1533548279824193,3,16,1,-35,-34,71,50,40
1533548279824193,60,22,35,-30,51,-18,-21,87
1533548279844132,-20,-5,-15,-27,-1,5,34,71
1533548279844132,63,88,45,85,42,7,-29,116
1533548279846161,-21,-63,-3,-23,0,-24,59,68
1533548279846161,-60,62,-49,-8,-12,-100,-46,5
1533548279858161,-46,-44,2,-12,-10,84,41,-45
1533548279858161,41,40,29,2,0,62,28,70
1533548279867161,25,-42,2,60,4,2,50,-33
1533548279867161,42,113,-35,-82,-15,-5,-26,127
1533548279881131,-13,-9,10,28,-26,-35,-15,22
1533548279881131,13,62,15,35,41,-10,64,9
1533548279888159,11,31,28,73,18,-70,12,44
1533548279888159,-33,-27,-9,12,9,-49,0,-48
1533548279904130,-46,-33,-40,-25,-26,-78,-106,-83
1533548279904130,37,-32,10,-25,17,-102,64,82
1533548279906160,-86,-57,-43,0,-60,-62,-128,-45
1533548279906160,75,17,33,32,9,-15,71,-74
1533548279927190,22,13,13,45,44,27,-30,13
1533548279927190,-98,-81,-19,14,-21,39,-14,-128
1533548279929191,-14,7,-59,-15,-9,84,1,-69
1533548279929191,3,-28,15,10,6,28,6,74
1533548279941130,30,30,25,27,-4,-4,-18,71
1533548279941130,43,26,21,31,22,26,17,44
1533548279948158,-22,5,28,95,43,12,-9,-10
1533548279948158,35,3,6,-18,-32,21,59,91
1533548279964128,-62,-63,-37,-91,-2,-9,-67,-24
1533548279964128,58,44,23,37,24,20,39,67
1533548279966160,-32,17,13,-20,6,24,14,-103
1533548279966160,33,-10,-4,1,11,11,31,22
1533548279987191,27,28,8,64,10,6,39,29
1533548279987191,-32,-15,8,-15,13,10,-31,-37
1533548279989191,10,21,23,0,0,-26,9,28
1533548279989191,14,-15,-2,26,25,-20,6,9
1533548280001129,-30,-3,-37,-46,-33,-14,30,33
1533548280001129,22,48,10,-31,-33,21,24,31
1533548280008159,-5,-19,0,-11,-33,19,-13,-49
1533548280008159,-12,-21,15,80,66,2,-12,33
1533548280024129,37,-4,-8,-76,-86,6,38,84
1533548280024129,18,39,1,69,19,3,3,49
1533548280026159,-65,-63,-35,-48,-40,3,-79,-102
1533548280026159,2,13,42,101,12,-9,21,5
1533548280047190,3,-7,-24,-66,7,-13,-4,-20
1533548280047190,32,16,2,-49,13,-1,33,10
1533548280049190,27,12,13,31,23,-15,29,113
1533548280049190,-18,-2,-11,-36,-17,1,-31,-37
1533548280062190,-8,8,16,52,-1,-11,-48,-45
1533548280062190,43,14,24,13,5,-1,-78,-2
1533548280064161,-83,-30,-65,-56,13,22,54,31
1533548280064161,-6,-1,-14,-28,-47,3,20,-55
1533548280084127,-6,7,7,25,7,-3,-15,-22
1533548280084127,-13,-14,-9,-29,6,7,-16,-18
1533548280086157,33,21,30,75,11,7,-23,33
1533548280086157,9,0,-13,-107,-15,3,13,64
1533548280107187,-7,-11,-1,22,22,-2,5,-15
1533548280107187,-2,9,-12,-39,-40,8,26,-22
1533548280109189,84,53,38,40,9,12,68,92
1533548280109189,-26,-27,-19,-33,-26,2,4,-16
1533548280121128,-20,-14,-3,38,39,2,-53,8
1533548280121128,-23,-8,2,89,-11,0,-10,-59
1533548280128158,10,-34,-44,-103,5,3,24,-37
1533548280128158,20,4,16,4,-38,3,-5,-117
1533548280144128,15,22,16,43,37,-5,12,29
1533548280144128,-7,-7,-9,27,24,3,21,-67
1533548280146157,-24,-18,-8,8,-45,-2,-17,-43
1533548280146157,4,9,7,-38,-6,-1,1,104
1533548280167189,-14,-10,3,-36,-20,5,-3,83
1533548280167189,25,20,-10,-34,4,-2,44,127
1533548280169188,-20,-20,-23,4,7,10,-80,89
1533548280169188,-25,-1,34,-2,13,45,-33,-47
1533548280181126,3,-10,-3,7,-18,30,20,-52
1533548280181126,-23,-31,-24,-60,-46,62,-12,-128
1533548280188156,-17,12,8,5,-24,6,-57,-128
1533548280188156,18,37,2,70,81,-66,54,15
1533548280204127,-14,-10,-12,-21,-11,-111,-34,-8
1533548280204127,6,17,4,4,23,-110,8,36
1533548280207157,18,13,-2,18,-1,-126,32,12
1533548280207157,12,-29,0,10,10,-84,17,7
1533548280227186,20,6,13,-13,-14,-28,0,-118
1533548280227186,-19,-51,-38,-44,-21,4,-43,-76
1533548280229187,15,61,39,16,14,70,32,-2
1533548280229187,-28,-44,-20,2,2,35,-26,-47
1533548280241126,3,-11,-3,6,-5,53,19,-128
1533548280241126,-31,-7,6,4,-7,-30,-35,-103
1533548280248155,-5,-15,9,27,-10,4,-5,-85
1533548280248155,20,20,15,-15,13,62,16,-76
1533548280264126,27,24,3,-6,-24,55,15,-44
1533548280264126,-29,-14,-17,-2,-26,67,-14,-19
1533548280266155,-12,-13,-5,17,76,61,23,64
1533548280266155,5,8,-1,-9,-5,39,-26,42
1533548280287186,7,-11,26,8,3,54,21,127
1533548280287186,17,31,14,20,11,0,23,106
1533548280289187,7,26,37,-2,0,18,-9,114
1533548280289187,-13,-15,-31,-38,-29,5,-20,108
1533548280301125,-15,-13,3,-1,17,-19,-8,68
1533548280301125,-5,-7,3,-3,9,-7,-13,79
1533548280308156,3,-22,-18,-20,-8,25,21,44
1533548280308156,29,19,4,3,-36,28,13,54
1533548280324125,10,12,-2,22,30,21,8,28
1533548280324125,9,34,33,32,27,-13,15,-19
1533548280326156,-21,-41,-38,-11,-26,-20,-30,-50
1533548280326156,7,9,-1,6,11,-9,-5,-17
1533548280347186,-11,-3,-6,19,-8,4,-2,-35
1533548280347186,9,8,6,-15,12,2,27,25
1533548280349186,22,13,10,7,3,15,18,-10
1533548280349186,-35,-19,-13,12,18,-40,-48,-83
1533548280361186,3,2,5,11,9,-18,11,-4
1533548280361186,9,-8,1,21,-17,-13,2,1
1533548280370186,17,9,-6,-85,-34,1,16,-21
1533548280370186,-1,-10,-11,14,7,0,21,14
1533548280384124,-8,-2,10,-3,27,-8,-13,-17
1533548280384124,-19,-32,-25,-5,-12,-18,-26,-22
1533548280386152,9,18,15,20,-1,29,18,2
1533548280386152,9,10,9,-9,-14,8,7,-29
1533548280407183,-6,-18,-10,-5,4,-24,-4,-17
1533548280407183,8,16,18,31,2,-14,1,9
1533548280409185,-14,-40,-19,-28,-3,-18,-3,-15
1533548280409185,0,4,-12,-15,-4,31,5,16
1533548280421185,4,9,6,14,1,4,-2,-11
1533548280421185,9,-13,0,-26,-10,-6,4,38
1533548280430184,-2,-2,-10,32,31,-10,-1,0
1533548280430184,5,14,18,0,-15,3,-9,-20
1533548280445123,0,-9,-4,-21,-19,0,14,30
1533548280445123,16,19,-8,9,16,4,32,4
1533548280451122,-13,-4,2,36,17,-12,-25,-28
1533548280451122,-5,-10,7,-33,-1,-21,13,1
1533548280461121,-7,-2,-6,-3,-7,7,-16,5
1533548280461121,-3,-16,1,-1,8,19,8,-2
1533548280464185,-2,-1,-2,39,-1,-16,6,-3
1533548280464185,9,31,5,-11,-6,5,-7,8
1533548280473152,-3,-36,-7,-68,-1,17,6,-9
1533548280473152,-15,-32,-3,4,28,45,-22,-15
1533548280482123,-26,-7,-4,1,-5,52,-32,-44
1533548280482123,30,46,24,31,-15,69,80,45
1533548280496181,-29,-9,-18,32,3,39,-12,-31
1533548280496181,11,-41,18,11,-3,61,-76,74
1533548280505183,3,50,15,3,2,27,46,-88
1533548280505183,-55,-62,-34,-72,-25,71,28,-69
1533548280519121,20,21,7,14,-51,51,-10,14
1533548280519121,-1,-7,-14,-21,22,27,17,9
1533548280521152,18,-8,1,-32,-41,8,-59,127
1533548280521152,28,32,21,31,2,19,51,-55
1533548280533120,-24,-48,-13,70,46,65,-4,-57
1533548280533120,-27,-14,-22,-72,-15,-9,-10,-25
1533548280542152,18,4,20,10,-36,52,-6,25
1533548280542152,42,49,10,-69,-14,7,-58,73
1533548280556182,55,23,19,43,18,30,84,100
1533548280556182,-92,-41,-44,-10,-32,65,-55,-34
1533548280565182,2,-4,26,92,49,20,-1,21
1533548280565182,5,-49,-26,-68,-47,27,-42,63
1533548280579121,66,127,12,-17,48,7,42,-3
1533548280579121,115,31,52,101,68,-34,118,78
1533548280581152,-35,-80,-70,-106,-45,44,-4,5
1533548280581152,21,-13,0,88,19,31,48,127
1533548280593151,11,16,38,86,-10,-3,-12,104
1533548280593151,84,107,9,-97,2,-33,84,112
1533548280602122,-69,-39,-8,22,30,57,-68,-97
1533548280602122,19,-6,6,31,5,0,-10,90
1533548280616182,-26,-30,-40,-17,-28,4,-2,29
1533548280616182,-15,-6,15,57,-6,8,-75,-34
1533548280625182,37,16,23,-9,-5,32,23,12
1533548280625182,-31,2,-12,19,56,18,-30,-55
1533548280639121,-13,0,9,-24,-10,-6,-24,-60
1533548280639121,-6,7,10,20,-2,6,-12,15
1533548280641151,104,68,36,13,2,-55,93,78
1533548280641151,-90,-85,-64,-62,-58,72,-66,-72
1533548280653150,-47,-32,-11,2,5,-26,-43,-30
1533548280653150,23,-23,-13,-13,-17,8,78,45
1533548280662120,52,-3,4,-2,24,41,47,127
1533548280662120,64,48,54,91,28,-17,55,47
1533548280676182,23,25,-2,-60,-19,6,-3,37
1533548280676182,-42,-15,-17,76,17,9,-17,-9
1533548280685154,-11,-14,-18,-60,-69,-37,-50,-36
1533548280685154,52,81,22,85,83,-4,82,42
1533548280699121,-28,-23,-30,-22,-9,3,-22,-30
1533548280699121,7,30,21,88,-4,-14,-9,-13
1533548280701148,-2,9,-2,-2,40,6,-10,59
1533548280701148,78,46,34,-22,-43,-33,15,78
1533548280713149,-86,-75,-78,-71,-66,58,-86,-34
1533548280713149,4,5,-25,-55,-12,7,-70,-43
1533548280722119,33,18,7,-4,42,-25,119,75
1533548280722119,1,-31,-10,-28,-18,55,-72,95
1533548280736151,15,21,30,8,10,3,-20,-18
1533548280736151,-11,-14,10,-8,-11,1,41,-98
1533548280745180,-29,12,1,41,20,-25,-46,-128
1533548280745180,-30,-21,3,46,25,-37,65,-128
1533548280759120,47,6,13,-28,2,-15,10,-19
1533548280759120,-9,-6,-14,-20,12,-52,0,-41
1533548280761149,-22,-19,-2,2,7,-31,-46,-50
1533548280761149,-24,-21,3,-1,-22,-70,-40,-36
1533548280773147,35,23,37,86,21,-69,64,41
1533548280773147,-23,-6,-24,-109,-19,-24,-50,-58
1533548280782119,-28,-17,-31,-54,-41,-39,-75,-51
1533548280782119,-24,-21,-22,-23,-9,-66,-23,-57
1533548280796150,3,2,-6,-7,22,-47,21,-27
1533548280796150,17,26,28,37,-14,-44,18,46
1533548280805180,17,14,12,23,-13,4,-37,57
1533548280805180,-24,-17,-25,-15,11,-8,34,-51
1533548280819118,29,10,13,22,8,-10,46,32
1533548280819118,-8,0,6,33,25,9,-9,-18
1533548280821147,-29,-18,-18,-23,-29,-10,-5,-34
1533548280821147,27,8,-1,-30,-17,-69,-2,63
1533548280835180,50,42,33,46,20,-43,79,52
1533548280835180,-29,-41,-42,-33,-25,22,17,4
1533548280843179,0,2,-16,23,46,25,34,25
1533548280843179,-12,-1,50,31,-18,-21,-6,-24
1533548280856117,13,2,-4,-24,17,-1,11,3
1533548280856117,-6,1,0,-38,-16,-20,-30,4
1533548280865179,-9,-3,7,7,-11,-10,9,2
1533548280865179,10,-2,-18,-26,3,1,-14,-9
1533548280879148,-23,-8,0,11,48,7,-37,-65
1533548280879148,-4,0,0,-22,-56,24,-14,2
1533548280886150,-9,-15,5,-17,-32,-26,10,16
1533548280886150,-1,18,-7,8,18,26,-13,16
1533548280893116,3,-2,7,-13,-15,0,12,16
1533548280893116,16,17,11,26,38,-39,-16,-97
1533548280902147,16,-4,6,27,51,-45,36,101
1533548280902147,-61,-53,-20,-17,-57,-34,-70,84
1533548280916176,19,-8,-11,10,25,-66,-8,119
1533548280916176,-5,-12,-16,-12,-26,-46,26,55
1533548280925178,37,65,43,24,-10,-22,38,-68
1533548280925178,34,20,4,32,45,-25,16,-47
1533548280939115,-47,-33,4,19,27,-73,-36,-81
1533548280939115,-8,-14,8,-6,-7,-34,-5,-30
1533548280941147,-10,-2,-7,-36,-72,-11,-5,-41
1533548280941147,25,17,-25,-22,18,45,43,-22
1533548280953146,-45,-1,-18,-25,-53,64,-75,-96
1533548280953146,-22,-11,15,121,127,19,-26,-21
1533548280962117,-34,-21,-9,-42,0,-6,-12,-23
1533548280962117,9,8,-1,4,-48,-14,1,-23
1533548280976115,16,-4,-20,-58,-21,78,-24,-23
1533548280976115,26,32,6,-2,-39,110,5,40
1533548280985177,-3,-19,-21,35,65,56,11,-72
1533548280985177,-22,-3,-9,7,21,45,-25,-124
1533548280999149,-7,3,6,-11,-36,35,-2,-121
1533548280999149,-4,-1,4,0,19,27,-9,-76
1533548281006145,21,13,13,0,-8,31,23,10
1533548281006145,5,-33,-20,-23,-6,35,-7,32
1533548281013146,-28,25,19,9,0,-10,-29,54
1533548281013146,8,-20,0,-25,-16,30,4,43
1533548281022118,7,0,2,4,20,-8,33,57
1533548281022118,-10,-21,12,-8,-17,8,-22,-35
1533548281036176,31,20,-13,-22,-2,11,29,47
1533548281036176,34,-12,7,5,-6,19,69,127
1533548281045176,-60,4,-12,-7,13,-53,-67,32
1533548281045176,5,18,37,6,12,17,23,124
1533548281059176,10,-22,17,17,-1,-2,21,127
1533548281059176,20,20,-4,-19,-9,25,23,105
1533548281066114,4,-16,-14,14,-2,18,-29,-67
1533548281066114,-1,3,0,9,14,6,-2,-26
1533548281073146,-7,-8,-15,-16,-28,-19,-3,-34
1533548281073146,-23,-1,3,22,-12,-28,-19,-3
1533548281082115,-9,-22,3,2,32,12,-19,-37
1533548281082115,-5,6,18,-3,6,13,-8,-1
1533548281096176,14,10,3,16,9,11,26,-2
1533548281096176,0,-15,-26,-41,-21,-14,-24,-34
1533548281105175,-32,-55,4,53,23,-30,-18,-27
1533548281105175,15,3,4,13,-5,-14,-2,-22
1533548281119175,-38,-14,-27,-44,-42,-21,12,-2
1533548281119175,14,27,18,20,21,-2,38,24
1533548281126146,10,7,-14,-21,-28,8,-48,-11
1533548281126146,-9,14,6,11,23,13,-7,18
1533548281133142,9,-31,-3,22,21,-21,25,21
1533548281133142,-16,0,-4,-8,35,12,-43,-47
1533548281142114,19,21,10,-3,-30,22,18,5
1533548281142114,14,-4,-10,0,-5,-1,18,51
1533548281156175,0,16,2,0,-28,4,-22,-48
1533548281156175,-3,25,2,1,3,4,24,7
1533548281165174,24,19,11,29,22,-29,33,27
1533548281165174,-23,-31,-16,-13,12,-16,-15,6
1533548281179174,6,-2,12,-16,-11,-1,6,18
1533548281179174,-8,-7,-10,-11,-5,-3,-7,-26
1533548281186146,16,22,1,-11,-11,25,34,21
1533548281186146,4,6,0,11,-10,-9,4,-17
1533548281202146,16,14,15,33,46,8,21,13
1533548281202146,-34,-29,-26,-26,0,-20,-32,-42
1533548281204174,6,-17,-2,-21,-38,6,1,1
1533548281204174,-19,4,-7,-12,-17,-5,-15,-24
1533548281216144,1,3,14,-5,12,14,-6,2
1533548281216144,17,26,11,11,-7,4,5,2
1533548281225174,39,-10,13,20,25,6,93,110
1533548281225174,-67,-51,-45,-25,0,37,-104,-114
1533548281239174,-14,-9,-12,-4,-23,-27,-26,-12
1533548281239174,-4,8,-7,-6,-11,-18,7,-9
1533548281246175,4,-4,8,-3,4,16,0,-3
1533548281246175,23,6,8,2,12,4,44,42
1533548281262111,4,16,6,8,10,0,-13,-8
1533548281262111,8,-2,-4,-8,-9,-7,-8,-1
1533548281264174,-9,-12,-11,-18,-18,17,1,-3
1533548281264174,0,6,1,11,3,-26,9,26
1533548281276141,-16,-16,-18,-8,-8,14,-42,-35
1533548281276141,5,-1,6,5,-5,-12,12,4
1533548281285146,4,25,12,6,6,0,-14,-14
1533548281285146,85,107,61,74,33,-46,8,117
1533548281299173,-75,-77,-71,-95,-13,-2,96,-74
1533548281299173,-51,-71,-55,-53,-43,9,-94,-29
1533548281306173,22,42,-12,15,3,-32,21,35
1533548281306173,9,-35,28,-5,-2,79,-15,43
1533548281322173,47,107,40,126,47,-33,106,119
1533548281322173,54,35,30,12,16,50,42,-14
1533548281324173,-120,-76,-51,-77,-49,40,-128,-104
1533548281324173,-9,-40,-44,-71,-19,-114,-94,58
1533548281344171,84,75,43,110,98,100,-75,24
1533548281344171,-106,-57,-35,-11,-84,-12,38,-72
1533548281351171,127,90,23,-37,26,38,106,96
1533548281351171,-79,-51,-52,-10,5,82,35,-122
1533548281367171,-55,-64,16,46,-36,-10,-92,59
1533548281367171,100,22,73,83,58,74,108,127
1533548281369173,10,3,-14,-38,16,-40,-128,-12
1533548281369173,42,4,-4,-29,52,-1,115,81
1533548281389112,-66,-66,-59,-59,-102,106,-69,-32
1533548281389112,-8,-10,13,11,50,-59,-92,-68
1533548281391141,-26,-6,19,107,91,-58,91,47
1533548281391141,30,25,21,-11,-42,45,-13,-16
1533548281403139,32,-12,-15,-121,-45,1,10,49
1533548281403139,-82,-17,-40,-38,-34,64,-82,-44
1533548281412110,-12,12,9,49,16,34,-32,15
1533548281412110,-31,0,11,-1,-7,6,-66,-65
1533548281427171,25,15,23,96,-8,-96,43,-9
1533548281427171,80,76,2,13,39,-127,48,101
1533548281429171,-44,3,3,-62,-58,-71,-57,-112
1533548281429171,-89,-22,-45,-3,-49,-41,24,18
1533548281449109,45,2,-4,-14,45,-10,32,99
1533548281449109,76,48,27,-34,-11,20,97,127
1533548281451139,-13,-65,18,9,25,23,29,-95
1533548281451139,41,42,46,41,3,-1,50,93
1533548281463139,-24,-52,-49,-52,-21,-3,16,4
1533548281463139,26,45,31,55,39,18,-36,14
1533548281472140,72,90,0,-35,-20,42,93,127
1533548281472140,-104,-93,-23,19,-51,-5,-115,-128
1533548281487139,-2,-1,24,22,68,-38,2,54
1533548281487139,28,1,-20,-79,-37,-9,36,61
1533548281489171,-16,-34,4,39,-4,-4,-9,68
1533548281489171,26,11,-14,-10,13,-15,-5,55
1533548281509108,-12,9,-4,-44,2,13,-35,-92
1533548281509108,-14,-4,13,40,-1,13,-14,53
1533548281511138,-17,52,36,71,-22,-3,-70,-95
1533548281511138,48,-34,-34,-79,18,-3,-23,87
1533548281523108,-12,27,-8,38,15,-1,43,-80
1533548281523108,-32,10,2,15,-42,4,16,-105
1533548281532109,-10,-19,-30,-47,-9,8,7,97
1533548281532109,19,20,34,105,38,5,-3,-67
1533548281547167,8,-5,-9,-108,-23,-2,-26,-88
1533548281547167,4,-3,5,11,24,3,-7,-73
1533548281549169,-8,-19,-3,35,-17,7,-9,-54
1533548281549169,17,29,18,24,20,-5,27,8
1533548281569108,-5,-1,6,33,-11,-1,-14,32
1533548281569108,17,6,-6,-15,-5,13,31,74
1533548281571109,-57,-30,-24,-39,-10,-10,-87,-27
1533548281571109,7,-10,-7,-28,-11,-5,43,64
1533548281583107,-18,-10,4,57,-21,12,-41,-52
1533548281583107,-48,-39,-22,-18,-15,3,-73,-62
1533548281592109,52,9,-3,-20,31,0,66,74
1533548281592109,54,62,30,-26,-8,-8,59,44
1533548281607137,-31,-4,-9,-29,-21,5,15,-29
1533548281607137,-17,-24,-2,16,12,-3,-2,-20
1533548281609169,7,-1,-1,17,-21,-6,11,31
1533548281609169,2,24,20,53,26,-1,14,-26
1533548281629109,49,43,22,-30,15,7,-32,90
1533548281629109,58,54,-5,26,23,3,1,58
1533548281631107,-81,-27,-44,-59,-44,-10,-70,-96
1533548281631107,-2,-15,-7,-23,-14,-1,5,-22
1533548281643138,24,-10,18,31,12,-1,14,37
1533548281643138,-63,-67,-31,-36,-34,0,-81,-84
1533548281652107,31,9,22,37,17,3,17,44
1533548281652107,1,2,13,49,11,-2,5,10
1533548281667167,-21,-16,-27,-17,-17,2,-22,-18
1533548281667167,12,16,3,-15,4,3,25,32
1533548281669167,51,30,0,35,18,0,44,84
1533548281669167,-30,-15,0,63,33,-18,-27,-5
1533548281689107,-22,-16,-3,1,-76,-8,-8,19
1533548281689107,-18,-11,-20,-65,13,-15,-11,-39
1533548281691137,30,25,14,-48,-62,-8,33,36
1533548281691137,87,58,-16,-16,-10,1,51,59
1533548281703134,-48,-22,10,59,100,24,-24,-44
1533548281703134,-81,-87,-8,34,23,39,-62,-100
1533548281712106,12,-4,22,-94,-69,17,1,48
1533548281712106,20,-7,6,-32,-27,113,30,-15
1533548281727168,41,59,22,7,4,78,30,62
1533548281727168,-3,1,-8,13,4,-27,2,-81
1533548281729167,-53,-55,3,122,127,-86,-29,-105
1533548281729167,-3,6,14,7,8,-128,2,48
1533548281749104,24,-5,-15,-88,-93,-128,15,59
1533548281749104,-11,2,-12,42,52,-54,-15,35
1533548281751135,33,22,1,22,17,-47,12,65
1533548281751135,-28,-14,-30,11,9,-70,-41,5
1533548281763104,1,-15,-18,-5,6,-8,8,20
1533548281763104,9,10,43,16,-17,0,27,60
1533548281772106,29,5,-36,-15,48,53,42,29
1533548281772106,-62,-21,-10,-51,-19,99,-53,-82
1533548281786105,-10,-3,-15,-5,34,-71,0,-33
1533548281786105,18,23,13,51,-60,37,21,-7
1533548281793103,-31,-40,-2,-40,29,38,-12,-84
1533548281793103,11,-18,4,24,21,51,30,-20
1533548281809106,26,35,-6,-43,-37,33,21,-37
1533548281809106,18,3,13,11,-8,21,36,21
1533548281811104,-33,-28,-57,-14,-40,35,-79,-128
1533548281811104,-2,24,34,30,16,8,-4,-45
1533548281832166,6,-4,26,18,37,43,0,44
1533548281832166,16,-7,-23,-35,-25,31,12,58
1533548281834166,23,23,32,8,-14,68,45,117
1533548281834166,-12,-10,-39,-7,-19,-55,-65,-31
1533548281846106,-10,11,8,69,52,35,-19,-48
1533548281846106,-17,-7,-2,-58,31,-43,-17,-18
1533548281853105,4,-4,16,35,-3,35,10,13
1533548281853105,0,-20,-13,-5,-25,-12,-7,42
1533548281869104,23,22,5,22,7,-19,30,58
1533548281869104,20,19,-2,-5,8,11,-10,68
1533548281871135,-28,-49,-18,1,-20,9,-8,1
1533548281871135,-3,5,16,55,-8,-3,7,-4
1533548281892166,-4,-18,-4,-23,8,-18,-23,-35
1533548281892166,13,19,13,19,-6,-34,29,31
1533548281894165,10,7,-1,-33,-8,-8,5,11
1533548281894165,13,19,32,50,23,13,23,16
1533548281906104,-10,-16,-17,-94,-16,10,-14,-4
1533548281906104,-1,-19,-12,-11,10,2,5,4
1533548281913134,-2,12,21,41,-6,20,-5,-38
1533548281913134,-11,2,-23,-25,-5,3,2,-35
1533548281929103,-11,-21,27,52,12,-19,-2,-35
1533548281929103,-1,10,4,14,-4,8,-7,-11
1533548281931133,9,17,16,27,10,-14,10,-7
1533548281931133,-2,26,-8,-37,-1,7,6,5
1533548281952132,-20,7,-19,23,-3,-30,-1,5
1533548281952132,1,22,5,2,0,0,3,-3
1533548281954165,6,28,-10,-65,-23,11,-28,-41
1533548281954165,-7,-72,-11,-30,7,15,2,-3
1533548281966102,29,5,16,4,-4,3,-6,10
1533548281966102,-30,-27,-3,27,10,-31,-47,-19
1533548281973137,1,6,-4,-1,-10,34,71,21
1533548281973137,2,-2,-5,-20,-21,-39,12,9
