timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1533548273209281,-27,-19,-38,-72,-24,-13,-61,-35
1533548273209281,-5,-5,1,13,3,-4,-9,44
1533548273221281,42,30,-27,-15,-21,-3,73,100
1533548273221281,28,5,-22,61,-16,6,66,83
1533548273230281,-75,-29,34,-3,68,9,-39,-63
1533548273230281,-47,-47,-29,-93,-50,8,-73,-40
1533548273244219,-2,-6,-9,-21,-22,30,23,25
1533548273244219,14,29,15,29,30,21,10,11
1533548273246281,16,12,4,51,10,5,-23,3
1533548273246281,-38,-22,-16,-26,-44,11,1,-17
1533548273267280,-25,-14,5,3,13,-6,-75,-38
1533548273267280,8,2,19,69,86,-17,10,12
1533548273269281,-3,-7,4,-90,-116,-29,28,21
1533548273269281,23,37,-29,12,41,32,29,27
1533548273289219,-10,-13,-14,39,23,-38,27,-7
1533548273289219,-16,-4,17,73,82,-72,9,-21
1533548273291281,29,-3,15,-64,-50,-42,-17,17
1533548273291281,29,8,2,-23,-21,5,13,20
1533548273304281,30,29,-26,41,39,-79,8,11
1533548273304281,-7,-23,-30,-68,-41,-84,-45,-43
1533548273311280,5,2,58,127,127,-31,-5,-15
1533548273311280,16,12,14,-73,-83,-49,21,10
1533548273327280,19,-11,-2,-46,-75,110,9,7
1533548273327280,6,0,24,61,60,80,1,-2
1533548273329280,18,20,-38,-39,-73,93,16,11
1533548273329280,1,-16,-11,65,103,22,-11,-15
1533548273349218,-17,-23,-19,-56,-35,46,-22,-27
1533548273349218,9,4,-11,-61,-56,39,28,11
1533548273351250,5,7,20,93,95,51,6,5
1533548273351250,4,-2,29,92,105,12,-34,-3
1533548273364279,-15,2,-2,-67,-86,-33,-27,-25
1533548273364279,8,26,14,-56,-105,-20,-7,6
1533548273371278,-2,-45,-23,-43,-52,14,28,13
1533548273371278,15,13,8,51,52,50,33,22
1533548273388253,-1,-10,19,31,45,-3,-28,-19
1533548273388253,2,7,6,47,38,55,28,14
1533548273390279,-9,-6,-10,-2,16,-54,-54,-32
1533548273390279,-13,-6,-5,-100,-99,-28,-6,-10
1533548273409217,7,4,11,27,56,48,32,16
1533548273409217,7,6,2,-16,-11,55,12,11
1533548273411279,-5,7,-11,48,36,9,0,-12
1533548273411279,2,0,7,21,25,-3,-10,-1
1533548273423279,-4,2,-9,16,24,-12,1,-1
1533548273423279,-1,-10,-4,-22,-9,6,-9,-5
1533548273432278,10,42,-1,2,24,17,15,16
1533548273432278,3,-4,10,11,4,5,-13,-7
1533548273447278,-24,-17,-9,1,12,-19,-1,-8
1533548273447278,-3,-7,23,112,127,-2,-19,-5
1533548273449279,7,8,-13,-61,-92,6,4,7
1533548273449279,-1,-14,-25,-125,-128,-4,4,-1
1533548273469217,6,28,31,43,51,-4,0,-2
1533548273469217,-18,-15,-10,4,-28,-27,-7,-12
1533548273471278,9,10,4,-4,25,5,13,15
1533548273471278,6,34,17,54,50,-7,22,11
1533548273485250,2,-54,-18,-37,4,15,-32,-10
1533548273485250,-11,1,-19,-28,-50,-17,-6,-7
1533548273490216,-4,-12,-5,35,19,-1,3,2
1533548273490216,-5,-8,1,-75,-53,26,13,-1
1533548273507246,6,25,3,46,14,-34,-5,1
1533548273507246,10,12,-6,-52,-45,-1,-10,0
1533548273509278,3,-11,8,43,45,19,6,4
1533548273509278,1,34,1,-11,-11,-13,-35,-14
1533548273529215,-2,-24,2,-4,0,16,63,19
1533548273529215,-20,-23,-3,-11,16,-6,-11,-19
1533548273531277,-6,0,8,34,46,-12,5,-4
1533548273531277,7,-18,18,111,51,-22,-38,8
1533548273544277,57,106,41,-43,-11,-50,-19,81
1533548273544277,-51,-43,-71,-105,-86,6,25,-92
1533548273551247,3,9,-14,45,18,36,62,72
1533548273551247,-48,-41,-29,13,-1,-29,33,-115
1533548273567276,11,-18,18,67,42,14,-52,27
1533548273567276,54,102,73,32,82,-54,77,123
1533548273569277,-45,-76,2,-14,-96,28,-30,-95
1533548273569277,-27,-24,-21,-73,-27,-4,24,-17
1533548273589217,-21,-33,-28,104,53,-63,39,16
1533548273589217,25,4,-13,-120,-57,-66,-96,-1
1533548273591276,14,53,33,107,35,-20,32,52
1533548273591276,30,31,14,-6,121,40,-76,16
1533548273603244,8,-43,-14,-5,90,56,114,-41
1533548273603244,1,36,28,117,-69,-58,-75,98
1533548273612245,-28,-17,-47,-103,-52,41,9,-103
1533548273612245,-29,-37,-4,62,4,93,-1,91
1533548273627276,66,96,15,-124,-115,-86,-95,85
1533548273627276,-68,-80,-30,127,-57,127,59,-128
1533548273629276,19,-42,-53,-101,40,74,-110,27
1533548273629276,14,31,19,107,89,47,89,69
1533548273657275,-12,-29,16,27,6,14,-66,-28
1533548273657275,41,21,29,-54,-79,-83,-11,86
1533548273659275,12,26,32,-27,-50,-105,-7,-2
1533548273659275,5,-27,9,31,3,-31,-39,-52
1533548273663273,8,29,6,-57,-92,-98,28,53
1533548273663273,5,-21,-23,58,39,10,-38,-76
1533548273672244,19,2,0,-20,127,-1,50,-5
1533548273672244,23,17,13,56,-76,-128,-58,4
1533548273687275,-21,5,2,96,-34,-37,-5,-10
1533548273687275,-13,-12,-34,-59,2,2,28,-5
1533548273689275,-5,2,9,-34,-6,4,3,35
1533548273689275,-13,-8,3,-48,-16,2,-10,8
1533548273709214,-37,-29,-8,11,88,83,37,-40
1533548273709214,-3,-10,4,-60,-76,35,-59,21
1533548273711247,20,44,11,63,31,-36,-77,66
1533548273711247,-17,-18,-14,-34,-50,0,16,-40
1533548273723271,-60,-49,-17,-76,-58,23,-19,-44
1533548273723271,6,4,-2,97,127,-11,23,9
1533548273732274,-1,9,1,-10,-66,-25,24,40
1533548273732274,28,72,44,51,67,1,-46,43
1533548273747274,-28,-55,-40,10,40,35,-65,3
1533548273747274,-10,-28,-26,-46,-47,23,9,-36
1533548273749275,-9,2,1,-18,-55,2,-15,-22
1533548273749275,-3,-9,-11,79,63,0,41,-7
1533548273769213,8,25,27,-56,21,19,-27,7
1533548273769213,-3,6,9,-89,-40,14,4,15
1533548273771274,-12,-30,-31,2,-23,-15,-6,-22
1533548273771274,4,-11,13,29,-18,-2,-17,12
1533548273783275,8,15,-2,62,37,11,41,12
1533548273783275,4,10,-3,-49,8,7,-117,-33
1533548273792242,-5,16,18,9,56,-7,12,-20
1533548273792242,-19,-23,-29,-9,-102,-9,6,7
1533548273807274,-5,6,-17,23,-18,7,-6,-54
1533548273807274,2,-10,3,69,92,4,13,12
1533548273809274,7,9,27,13,-84,-11,-23,46
1533548273809274,-3,-1,-36,-101,-58,3,-4,0
1533548273829212,-14,-17,-24,41,-68,6,-9,-27
1533548273829212,4,-4,22,24,58,10,8,16
1533548273831273,10,15,39,95,77,-3,18,9
1533548273831273,6,14,-11,-65,-11,4,6,37
1533548273843273,3,-21,-46,-112,-67,18,90,-7
1533548273843273,-4,-13,-7,38,3,11,21,-8
1533548273852241,8,-3,-3,-1,-56,9,3,-16
1533548273852241,10,13,16,4,6,12,14,-1
1533548273867209,6,20,24,92,88,11,-24,3
1533548273867209,9,17,8,-82,0,15,-92,58
1533548273869245,2,3,0,33,-66,5,64,-20
1533548273869245,-21,-46,-55,-119,-94,12,-28,-97
1533548273889211,2,6,13,24,-68,17,-7,6
1533548273889211,-2,1,4,-19,44,12,22,-17
1533548273891272,14,27,17,63,81,5,-35,20
1533548273891272,7,11,27,35,57,1,15,21
1533548273903242,3,2,1,-79,-98,-8,-90,-9
1533548273903242,-2,-13,-14,-7,-56,-2,76,-45
1533548273912273,-6,-11,-10,5,45,-2,-7,-5
1533548273912273,1,2,6,99,62,2,17,-11
1533548273927269,-3,-2,9,-8,8,0,-6,4
1533548273927269,6,14,14,-10,-64,-1,5,21
1533548273929272,-11,-23,-61,-48,-17,0,-1,-14
1533548273929272,2,10,73,127,33,-5,2,3
1533548273948208,4,-2,-45,-87,-30,-3,1,3
1533548273948208,1,-4,-15,11,-4,-1,10,-2
1533548273957241,0,-11,-14,29,9,-8,6,-15
1533548273957241,33,25,-62,2,66,2,11,34
1533548273963272,-8,26,105,127,47,-4,24,1
1533548273963272,-33,-50,-88,-40,8,-1,-4,-33
1533548273972241,-8,-13,7,-7,-22,-4,-34,-9
1533548273972241,29,15,-2,-62,-21,-9,20,44
1533548273986209,109,58,-30,-1,17,-12,125,108
1533548273986209,-35,27,100,113,14,-18,-2,-8
1533548273993272,-101,-84,3,-48,17,-15,-99,-93
1533548273993272,-54,-47,-57,-43,7,-10,-58,-86
1533548274009209,-11,-26,-24,-15,5,1,-10,-51
1533548274009209,127,83,-6,37,-4,6,127,127
1533548274011239,30,52,3,22,-4,-6,122,103
1533548274011239,-107,-67,-5,-42,-7,7,-98,-99
1533548274023240,-76,-23,34,18,23,27,-90,-100
1533548274023240,-6,2,7,-1,1,11,18,-14
1533548274032270,37,28,3,-12,-15,46,65,32
1533548274032270,45,31,-12,-37,-52,13,127,71
1533548274047270,-31,-24,-2,29,11,-11,37,-9
1533548274047270,-44,-13,1,66,50,-108,-112,-43
1533548274049271,0,17,13,-25,-59,76,-63,2
1533548274049271,-8,-7,8,-6,-32,-94,-44,42
1533548274069209,32,8,-27,-39,-34,29,26,71
1533548274069209,-14,11,1,-18,-10,-105,-2,13
1533548274071271,16,-37,-16,69,87,-25,22,30
1533548274071271,7,22,36,-57,-13,-17,-19,-10
1533548274083239,-2,-26,-25,55,17,-124,-54,-33
1533548274083239,14,-4,-11,19,39,-11,-4,0
1533548274093269,11,-2,0,25,85,19,-11,-23
1533548274093269,16,11,62,39,9,103,-33,-12
1533548274107268,9,-5,13,-13,8,87,49,17
1533548274107268,4,-8,18,-40,-41,127,-3,-8
1533548274109269,17,22,17,97,94,54,11,1
1533548274109269,14,-6,-38,-81,-82,54,41,21
1533548274129208,-4,-23,7,27,67,15,-28,-20
1533548274129208,0,13,-2,-12,-36,20,11,2
1533548274131269,26,34,-26,-66,-101,4,3,5
1533548274131269,-11,-30,1,127,127,28,20,0
1533548274143237,-17,6,-2,-17,46,-38,-73,-47
1533548274143237,-8,-24,-4,-9,4,28,-12,-13
1533548274158235,-4,-22,-7,-26,-28,30,1,-6
1533548274158235,20,34,-5,-40,-51,15,-4,12
1533548274166205,9,14,7,60,17,-11,23,17
1533548274166205,-10,-13,-15,-38,22,22,7,-11
1533548274173237,-13,-21,15,-46,-9,-47,-16,-11
1533548274173237,7,4,7,18,23,5,6,4
1533548274189205,-9,-8,-2,9,-18,-19,18,5
1533548274189205,5,-11,3,1,-27,17,17,7
1533548274191269,-5,17,-1,12,-23,-21,-15,-13
1533548274191269,-5,-20,9,103,122,-15,-13,-10
1533548274212206,-2,-11,-20,-91,-60,22,10,11
1533548274212206,5,15,10,45,-55,-51,-3,-1
1533548274214268,-8,-16,-11,-103,-18,-2,-28,-5
1533548274214268,12,8,8,65,45,33,64,13
1533548274234204,-5,35,4,23,5,22,-16,-5
1533548274234204,-12,-48,-20,0,-1,2,5,-11
1533548274236239,-2,-6,-1,-2,-1,3,2,-1
1533548274236239,0,24,-4,-21,-14,-22,-18,-8
1533548274249206,-5,-49,-9,-13,-111,4,-8,3
1533548274249206,1,15,4,-8,15,11,-2,-3
1533548274251235,11,20,-1,7,16,6,14,11
1533548274251235,-2,-7,-8,-51,13,7,-5,7
1533548274272266,-9,13,22,43,50,-16,2,-13
1533548274272266,-7,0,17,42,53,0,-14,-4
1533548274274267,4,8,-12,-23,-70,-23,-1,0
1533548274274267,2,-16,-9,15,-2,22,-1,4
1533548274287266,0,6,-8,-31,-30,-37,-8,-5
1533548274287266,4,14,11,52,40,4,6,-2
1533548274289268,1,1,8,33,26,-5,-2,3
1533548274289268,15,49,-4,-35,-38,-10,-27,2
1533548274309206,-14,-33,-19,-14,21,17,15,-4
1533548274309206,-11,-16,-14,-39,-34,-15,-11,-11
1533548274311236,-3,-1,9,27,46,-6,11,-6
1533548274311236,3,8,8,18,8,-32,-17,7
1533548274332264,23,18,14,-38,21,-5,21,90
1533548274332264,16,-7,-11,-80,-58,-17,-6,-41
1533548274334267,0,10,-7,-32,-36,-13,-96,-18
1533548274334267,-39,-40,11,57,21,35,54,-24
1533548274346203,13,-20,0,42,68,-29,-93,5
1533548274346203,39,37,78,114,110,64,109,28
1533548274353234,14,30,-9,-80,-97,-3,-16,-4
1533548274353234,-59,-56,-59,-51,78,13,-24,-91
1533548274369205,94,103,91,105,13,-1,25,102
1533548274369205,-3,26,18,-113,-21,-19,-86,18
1533548274371266,-80,-87,-79,65,85,48,-42,-95
1533548274371266,4,13,9,33,47,85,97,-30
1533548274392266,10,3,-44,-117,-97,-47,-32,26
1533548274392266,62,69,81,98,109,-122,-128,40
1533548274394266,0,7,16,-8,32,66,105,24
1533548274394266,18,1,4,85,16,-118,-58,71
1533548274406204,-16,-35,18,57,108,-69,-50,34
1533548274406204,6,-2,-35,-59,-119,-10,-118,54
1533548274413265,-32,-5,58,113,83,69,92,-46
1533548274413265,31,-5,-39,91,0,63,-72,-48
1533548274429246,-5,-49,-52,-79,16,33,127,4
1533548274429246,-1,1,23,56,-28,10,-2,67
1533548274431266,30,-2,-40,-66,-5,66,-70,-66
1533548274431266,33,42,47,23,-71,-67,-20,12
1533548274452225,10,33,3,62,39,-4,-7,-14
1533548274452225,-38,-41,-63,-70,-90,-75,37,-56
1533548274454236,18,28,22,46,24,-128,32,64
1533548274454236,7,15,27,-55,-42,-90,-7,60
1533548274466203,-37,3,-25,7,49,19,-33,-63
1533548274466203,-36,-17,-10,-48,5,57,62,-13
1533548274473307,10,10,15,10,-21,-50,-15,40
1533548274473307,-8,-12,-12,-77,-82,-26,-33,8
1533548274489202,-40,-7,16,33,6,21,7,-55
1533548274489202,-11,12,19,127,106,12,-6,-14
1533548274491264,11,13,-23,-115,-128,-47,-105,-27
1533548274491264,-31,-53,-22,69,27,-15,29,-8
1533548274512313,-8,1,-3,-8,-5,52,3,-13
1533548274512313,-6,-13,-4,27,17,36,22,-4
1533548274514264,15,23,39,17,93,-9,-65,106
1533548274514264,-16,-8,-31,-80,6,24,11,-61
1533548274526317,-3,15,1,9,-72,1,-17,-30
1533548274526317,-3,-10,-14,40,52,7,11,2
1533548274535265,-5,-7,17,26,-54,-4,31,36
1533548274535265,28,59,49,-36,-14,-1,-90,64
1533548274549251,-40,-63,-40,23,4,21,74,10
1533548274549251,-20,-36,-62,-99,-58,17,-20,-120
1533548274551232,3,2,7,117,60,-2,37,-5
1533548274551232,1,-1,-8,-119,-46,2,7,24
1533548274572263,9,32,25,21,62,9,-38,-6
1533548274572263,-3,13,13,55,43,14,21,34
1533548274574264,-4,-9,-11,-4,22,-19,19,-14
1533548274574264,2,1,-7,-20,-11,-7,-10,3
1533548274586202,3,14,18,-20,-26,5,-33,4
1533548274586202,3,-6,-20,79,102,15,60,30
1533548274593285,1,-7,-5,-69,-84,-8,10,-42
1533548274593285,2,4,23,56,67,3,19,7
1533548274609200,2,9,-19,-72,-99,13,8,-14
1533548274609200,0,-2,4,30,-9,9,-18,7
1533548274611231,-2,-7,3,17,-17,-3,-7,12
1533548274611231,-3,-12,-4,21,-12,-1,15,8
1533548274632262,9,14,30,81,-4,-2,-20,-22
1533548274632262,7,4,-14,-23,52,-3,-20,19
1533548274634262,-3,1,-32,-99,-99,-2,-12,36
1533548274634262,-18,-39,-38,13,47,10,65,4
1533548274646201,2,8,-6,-10,29,6,-7,22
1533548274646201,-3,-4,-1,-18,-28,1,7,-17
1533548274653261,1,7,19,44,53,-4,2,19
1533548274653261,11,29,34,95,67,-6,-32,1
1533548274669200,-5,-9,-38,-122,-109,-1,-5,-28
1533548274669200,-7,-21,-13,35,8,6,24,10
1533548274671262,4,-3,-5,30,26,-8,0,-19
1533548274671262,9,14,-20,-2,-13,1,-5,2
1533548274692262,-5,-5,64,41,44,-3,2,-4
1533548274692262,-3,1,19,6,-60,-14,-12,-14
1533548274694262,-9,-16,-26,-70,7,-7,3,-8
1533548274694262,0,4,-8,-38,-31,-4,-9,-12
1533548274706243,4,3,-13,34,56,6,1,13
1533548274706243,14,25,-42,-7,-27,3,19,15
1533548274713199,-3,-3,79,83,30,-7,23,2
1533548274713199,-18,-16,-1,-40,-25,1,-34,-9
1533548274729198,-14,-14,-20,-41,-19,-2,-36,-35
1533548274729198,3,1,-7,-20,-17,-1,-7,-43
1533548274731218,20,18,-17,58,31,0,23,-4
1533548274731218,50,38,-14,23,-2,3,75,20
1533548274752232,-7,11,42,24,1,0,21,12
1533548274752232,-52,-33,14,-34,-3,1,-69,-32
1533548274754261,-27,-17,-17,-20,-2,3,-67,-12
1533548274754261,-11,-12,18,-39,-41,4,-9,30
1533548274765197,56,26,-35,13,40,19,33,62
1533548274765197,-13,0,8,5,-24,-9,74,53
1533548274775260,-50,-51,7,51,93,2,-53,-36
1533548274775260,-29,-8,9,-60,-102,2,-51,-32
1533548274789200,20,50,7,-5,2,-1,37,23
1533548274789200,-15,1,-15,-30,-22,-26,-3,-14
1533548274791230,31,17,-41,-12,13,30,27,31
1533548274791230,-24,-45,31,70,59,41,10,-4
1533548274812303,-21,37,57,51,32,21,-46,-33
1533548274812303,24,-21,-36,-70,-77,-109,2,21
1533548274814260,-4,20,24,70,75,-88,18,-2
1533548274814260,15,22,11,6,81,-128,1,22
1533548274826257,15,-31,-37,-65,-84,-82,22,11
1533548274826257,13,-22,38,40,32,4,13,11
1533548274835260,23,36,7,16,18,67,14,1
1533548274835260,21,0,-20,27,48,46,22,13
1533548274849196,-21,-21,7,11,-3,23,-37,-40
1533548274849196,18,14,14,12,59,58,-20,-14
1533548274851227,12,-22,-27,-64,-128,80,-11,6
1533548274851227,42,35,12,-46,-72,127,41,37
1533548274872260,-33,-36,-14,10,31,-5,-52,-54
1533548274872260,-1,-7,37,5,13,-15,-23,-11
1533548274874260,-1,6,33,55,75,-42,22,-2
1533548274874260,-1,-1,-19,-15,-35,-69,-14,-5
1533548274886230,21,-22,-36,27,17,-25,59,36
1533548274886230,-23,16,8,0,60,2,-14,-37
1533548274895259,-5,-9,12,53,32,-28,-60,-16
1533548274895259,-6,-4,10,-70,-74,13,-19,-13
1533548274909198,18,4,-26,-128,-128,36,19,23
1533548274909198,9,-5,-17,-46,-41,68,14,4
1533548274911259,-3,11,-19,-4,52,75,34,9
1533548274911259,-13,31,32,76,78,8,-43,-43
1533548274939197,-19,-50,11,126,127,9,-15,-18
1533548274939197,15,61,-16,-54,-52,71,11,11
1533548274941259,5,5,6,-50,-83,-4,37,32
1533548274941259,-15,-24,-36,0,-10,-40,-21,-24
1533548274946258,-11,13,10,10,34,-4,-31,-16
1533548274946258,10,19,17,116,121,-1,5,10
1533548274955259,17,-13,-21,-128,-128,15,11,15
1533548274955259,1,9,7,95,112,42,19,12
1533548274969196,-13,-22,-13,-63,-41,-35,-22,-5
1533548274969196,8,10,-17,-60,-83,2,15,10
1533548274971258,-2,20,7,23,-15,-23,-18,-14
1533548274971258,-39,-82,-20,-41,-15,36,7,-10
1533548274992258,1,10,13,42,54,-16,8,2
1533548274992258,0,-19,-6,32,43,3,-5,6
1533548274994258,13,12,-2,3,8,-20,19,10
1533548274994258,-5,16,-14,-44,-25,-19,-14,-15
1533548275005196,-1,9,6,24,-8,24,6,0
1533548275005196,3,17,4,18,31,0,1,2
1533548275015257,2,-3,14,-26,-60,17,2,-1
1533548275015257,23,48,-2,-3,-5,-23,5,11
1533548275029196,-25,-70,-16,-20,-5,-21,1,-6
1533548275029196,-13,-8,0,49,82,-30,-27,-8
1533548275031257,1,3,6,25,17,19,13,-7
1533548275031257,4,-14,-5,-84,-95,-10,-13,1
1533548275052229,19,28,-2,-8,4,10,14,13
1533548275052229,-8,-8,10,10,21,-22,-15,-16
1533548275054257,-13,-23,-5,36,52,-9,-2,-2
1533548275054257,2,-10,-19,12,13,-14,18,13
1533548275074195,8,48,12,30,27,16,0,-3
1533548275074195,2,-8,10,-60,-82,-10,1,6
1533548275076257,1,-4,-15,-21,4,-16,-6,-11
1533548275076257,17,-6,22,17,6,-9,7,5
1533548275089194,-5,-11,-15,5,-5,-28,3,6
1533548275089194,7,36,27,111,23,-6,-12,0
1533548275091256,-42,-83,-51,-66,51,6,44,5
1533548275091256,34,42,11,-35,-82,1,7,16
1533548275112256,-7,-58,-3,-50,-40,26,-3,17
1533548275112256,9,-15,-14,-27,-19,15,-9,15
1533548275114256,-38,-8,-20,-16,-34,11,-94,-60
1533548275114256,-43,-45,16,127,127,-48,-6,27
1533548275126255,-7,32,1,-99,-55,6,-118,-6
1533548275126255,31,-11,-19,-10,-63,2,115,127
1533548275135256,59,81,65,8,94,4,-45,-65
1533548275135256,35,46,10,-29,66,43,42,79
1533548275149194,-39,19,-30,113,-80,-83,-78,-88
1533548275149194,12,-48,1,-39,0,-61,21,72
1533548275151223,-92,-84,-112,-100,-78,75,34,-84
1533548275151223,-51,10,-22,119,86,-52,-86,-49
1533548275172227,68,29,56,-31,118,38,127,111
1533548275172227,79,93,47,-128,-86,-75,-28,-93
1533548275174227,-86,-58,-44,15,76,14,-83,-27
1533548275174227,34,-38,-45,-21,26,127,92,42
1533548275194192,21,99,42,101,114,53,-51,-67
1533548275194192,-66,-86,-69,-78,41,74,42,94
1533548275196192,76,103,98,14,-123,-109,-46,-37
1533548275196192,-45,-68,-68,10,-14,28,-128,-6
1533548275209254,8,-40,-10,-50,-47,-8,83,82
1533548275209254,-13,-87,-1,117,-68,-60,-95,-15
1533548275215193,27,10,11,-18,127,-45,7,109
1533548275215193,-52,43,25,-113,-124,-80,-47,-70
1533548275232252,22,85,17,89,82,-62,38,0
1533548275232252,15,57,9,-37,-29,7,-36,-33
1533548275234254,33,3,31,127,-96,13,60,62
1533548275234254,6,68,71,50,62,-39,4,3
1533548275254193,-15,7,-79,-116,-128,16,-82,-20
1533548275254193,84,81,5,40,-12,39,102,46
1533548275256224,67,95,-54,-85,-14,-12,-51,117
1533548275256224,-63,-101,2,102,12,-21,-50,80
1533548275269254,88,-35,33,93,-9,-19,-68,4
1533548275269254,24,-46,-9,-79,7,43,-75,-59
1533548275276297,96,-42,16,-74,-99,-23,117,33
1533548275276297,127,40,8,44,55,17,60,39
1533548275292254,-27,-36,-53,-121,-62,41,15,9
1533548275292254,-23,-25,11,96,88,-7,6,-25
1533548275294254,10,0,28,-3,73,15,58,40
1533548275294254,-36,14,21,17,60,-19,-87,-58
1533548275314192,-46,-34,15,25,-3,-8,47,-18
1533548275314192,-58,-25,-77,-82,-93,33,-53,-20
1533548275316254,-47,-23,34,127,48,-34,-30,-37
1533548275316254,15,26,0,-71,-22,31,8,0
1533548275329253,-43,-28,-8,-37,38,3,-60,-40
1533548275329253,-6,28,16,-68,-45,5,-40,-15
1533548275336224,-39,-58,-17,43,72,19,-9,22
1533548275336224,24,-25,-9,-13,-48,-6,-44,12
1533548275352224,-12,-17,-44,-85,-58,28,-48,-53
1533548275352224,-9,16,37,126,102,9,-74,38
1533548275354221,-12,49,-2,13,28,-34,-60,-74
1533548275354221,-2,-74,-17,-36,-49,-1,37,-16
1533548275374190,-4,-12,32,126,68,6,38,14
1533548275374190,-84,0,-27,13,44,17,-14,-44
1533548275376252,37,26,22,65,-39,-8,-10,30
1533548275376252,-2,10,-32,-83,-128,-2,3,-27
1533548275389250,16,15,1,107,72,-9,26,17
1533548275389250,24,5,46,75,127,-13,37,15
1533548275396252,4,-19,17,53,-16,8,6,33
1533548275396252,-32,-6,-58,-84,8,9,116,-23
1533548275419191,-4,-29,6,-51,-47,13,-22,13
1533548275419191,9,4,-34,-82,-17,8,25,-4
1533548275421221,37,31,26,8,66,12,9,24
1533548275421221,-39,1,10,55,-1,12,-61,-35
1533548275434190,13,15,24,-18,50,-12,1,119
1533548275434190,6,16,30,66,48,-3,59,-116
1533548275436223,-25,-19,-56,10,52,0,9,42
1533548275436223,31,3,-14,-35,-52,-2,-20,27
1533548275449250,4,-4,21,25,-37,15,0,24
1533548275449250,8,18,29,49,-14,-11,-41,20
1533548275455188,-5,-15,22,49,-68,7,-21,-23
1533548275455188,14,-17,-27,-62,-8,37,65,-17
1533548275472250,-6,-4,-11,9,80,2,13,-12
1533548275472250,20,38,32,92,2,6,5,22
1533548275474251,-24,-8,-27,-96,-59,8,-29,-50
1533548275474251,25,9,38,72,30,-19,37,88
1533548275494188,-2,20,-3,40,-27,0,-2,-60
1533548275494188,-9,-30,-9,-61,11,7,5,2
1533548275496220,-41,-16,-46,-41,-32,5,-31,-13
1533548275496220,-7,-4,-4,-10,-51,-13,-17,-9
1533548275509251,13,20,38,8,-46,-8,2,11
1533548275509251,26,45,10,26,30,-11,-11,13
1533548275516250,-46,-60,-30,-28,54,1,91,-18
1533548275516250,20,25,6,3,13,0,-23,-3
1533548275532249,2,19,26,28,25,-5,21,-7
1533548275532249,-10,-25,4,14,-52,2,-23,5
1533548275534251,12,1,-18,-5,-56,1,-8,9
1533548275534251,-11,5,1,-40,81,-2,-24,-48
1533548275554189,2,-11,-34,52,-37,-4,16,18
1533548275554189,-11,0,-65,57,-2,-5,-3,5
1533548275556219,18,9,116,73,6,4,-14,-14
1533548275556219,-22,25,-3,24,25,-6,-17,-34
1533548275569250,13,-9,-34,-48,11,15,-8,8
1533548275569250,-22,67,-64,-128,-64,-11,17,23
1533548275576249,-13,120,8,-80,15,2,-18,8
1533548275576249,28,72,35,-53,60,-2,-21,23
1533548275592249,-28,-11,21,-11,60,0,-10,-2
1533548275592249,43,-16,-19,88,-83,-17,23,13
1533548275598216,12,-106,-43,-112,-83,-9,17,-12
1533548275598216,-7,-74,-2,-51,36,3,-12,-28
1533548275613186,8,14,23,-15,39,27,-10,-23
1533548275613186,13,42,47,-54,-10,111,8,-36
1533548275622218,-39,54,-9,88,71,-9,-16,-25
1533548275622218,4,-17,-20,8,-77,-50,14,44
1533548275629248,-6,-33,3,35,25,-62,-5,40
1533548275629248,-25,-128,-61,-8,-16,-79,-24,33
1533548275636220,25,88,105,121,16,3,-11,33
1533548275636220,18,14,47,42,-21,-46,14,37
1533548275652221,-1,-32,-46,86,-18,-128,4,-1
1533548275652221,-3,-16,28,23,68,12,14,7
1533548275654216,15,-38,-57,-8,-73,-115,-8,-17
1533548275654216,-22,-76,-28,127,78,8,-2,-22
1533548275674186,12,48,37,18,-54,65,-1,-12
1533548275674186,2,2,3,4,-24,69,19,5
1533548275676217,6,11,23,78,96,123,-3,5
1533548275676217,-9,-15,-12,-72,-118,58,-2,-19
1533548275697246,3,-22,-36,-29,1,29,-11,-22
1533548275697246,-49,-123,-22,-94,6,4,3,-12
1533548275699248,20,10,26,-2,-15,50,11,10
1533548275699248,12,19,-18,-52,45,-53,-25,3
1533548275712290,2,13,-5,-93,-53,34,56,1
1533548275712290,-35,24,6,-20,23,6,-55,-36
1533548275714248,9,26,12,15,16,15,-1,4
1533548275714248,-1,-32,-12,39,-21,19,-35,-6
1533548275734184,-20,-8,-17,-64,-11,24,12,-14
1533548275734184,15,55,33,71,5,-26,6,4
1533548275736215,-21,-29,-19,-33,72,33,-2,-7
1533548275736215,5,52,2,-11,-56,33,-12,-8
1533548275748216,5,-9,1,-8,-7,-3,-20,5
1533548275748216,12,4,10,53,-19,-17,21,9
1533548275757216,-7,-10,-31,40,61,-2,-27,-16
1533548275757216,9,24,14,-69,-34,-7,35,13
1533548275772248,-37,-82,-1,6,-34,-5,-17,-13
1533548275772248,12,36,18,20,55,22,2,3
1533548275774247,10,-58,-2,-65,-41,29,16,13
1533548275774247,-28,19,11,20,4,-15,-34,-24
1533548275794186,3,26,4,43,39,-22,24,-2
1533548275794186,-7,-15,-33,-86,-77,-17,-22,-2
1533548275796215,1,-44,-21,-31,13,-20,64,17
1533548275796215,3,0,39,89,16,27,-3,-12
1533548275808214,-6,6,2,17,36,-19,-23,-11
